Run	Sample Characteristic[developmental stage]	Sample Characteristic Ontology Term[developmental stage]	Sample Characteristic[genotype]	Sample Characteristic Ontology Term[genotype]	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[sex]	Sample Characteristic Ontology Term[sex]	Sample Characteristic[strain]	Sample Characteristic Ontology Term[strain]	Sample Characteristic[age]	Sample Characteristic Ontology Term[age]	Sample Characteristic[initial time point]	Sample Characteristic Ontology Term[initial time point]	Factor Value[developmental stage]	Factor Value Ontology Term[developmental stage]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Factor Value[sex]	Factor Value Ontology Term[sex]	Analysed
SRR360125	dauer larva Ce	http://www.ebi.ac.uk/efo/EFO_0005507	daf-2(e1370)III.		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	CB1370	http://www.ebi.ac.uk/efo/EFO_0004079					dauer larva Ce	http://www.ebi.ac.uk/efo/EFO_0005507	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR360126	newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR360127	newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR360128	newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR360129	newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR360130	newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR360132	newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	No
SRR360133	newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR360134	newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR473085	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR473086	L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	motor neuron	http://purl.obolibrary.org/obo/CL_0000100	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	motor neuron	http://purl.obolibrary.org/obo/CL_0000100	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR473297	newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR473298	newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						newly molted young adult hermaphrodite Ce	http://www.ebi.ac.uk/efo/EFO_0005498	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR473299	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR473300	L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	motor neuron	http://purl.obolibrary.org/obo/CL_0000100	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	motor neuron	http://purl.obolibrary.org/obo/CL_0000100	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR474827	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	NSM	http://www.ebi.ac.uk/efo/EFO_0005495	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	NSM	http://www.ebi.ac.uk/efo/EFO_0005495	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR474828	L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	motor neuron	http://purl.obolibrary.org/obo/CL_0000100	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	motor neuron	http://purl.obolibrary.org/obo/CL_0000100	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR478539	proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2		-150 minute		cleavage of the egg cell		proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR478540	elongating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005506	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2		350-500 minute		cleavage of the egg cell		elongating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005506	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493075	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	neuron	http://purl.obolibrary.org/obo/CL_0000540	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	neuron	http://purl.obolibrary.org/obo/CL_0000540	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493076	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493077	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	vsIs45 [tph-1::GFP]		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	NSM	http://www.ebi.ac.uk/efo/EFO_0005495	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	LX837	http://www.ebi.ac.uk/efo/EFO_0005489					L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	NSM	http://www.ebi.ac.uk/efo/EFO_0005495	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493078	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	neuron	http://purl.obolibrary.org/obo/CL_0000540	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	neuron	http://purl.obolibrary.org/obo/CL_0000540	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493079	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493099	4-cell embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005500	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						4-cell embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005500	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493100	4-cell embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005500	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						4-cell embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005500	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493102	gastrulating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005503	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						gastrulating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005503	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493103	gastrulating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005503	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						gastrulating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005503	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	No
SRR493105	proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493358	proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493359	proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493360	proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493361	proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493362	L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493363	L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493364	L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR493365	L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	No
SRR504316	proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504317	embryo Ce	http://purl.obolibrary.org/obo/WBls_0000003	rdIs4 [ehn-3a::VENUS (delta)] ?; xol-1 (y9) X]		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	somatic cell	http://purl.obolibrary.org/obo/CL_0002371	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	DZ685	http://www.ebi.ac.uk/efo/EFO_0005487					embryo Ce	http://purl.obolibrary.org/obo/WBls_0000003	somatic cell	http://purl.obolibrary.org/obo/CL_0002371	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504318	embryo Ce	http://purl.obolibrary.org/obo/WBls_0000003	rdIs4 [ehn-3a::VENUS (delta)] ?; xol-1 (y9) X]		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	somatic cell	http://purl.obolibrary.org/obo/CL_0002371	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	DZ685	http://www.ebi.ac.uk/efo/EFO_0005487					embryo Ce	http://purl.obolibrary.org/obo/WBls_0000003	somatic cell	http://purl.obolibrary.org/obo/CL_0002371	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504319	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	dpy-20(e1362) IV; evIs111.		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	neuron	http://purl.obolibrary.org/obo/CL_0000540	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	NW1229	http://www.ebi.ac.uk/efo/EFO_0005488					L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	neuron	http://purl.obolibrary.org/obo/CL_0000540	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504322	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	dpy-20(e1362) IV; evIs111.		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	neuron	http://purl.obolibrary.org/obo/CL_0000540	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	NW1229	http://www.ebi.ac.uk/efo/EFO_0005488					L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	neuron	http://purl.obolibrary.org/obo/CL_0000540	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504323	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	dpy-20(e1362) IV; evIs111.		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	neuron	http://purl.obolibrary.org/obo/CL_0000540	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	NW1229	http://www.ebi.ac.uk/efo/EFO_0005488					L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	neuron	http://purl.obolibrary.org/obo/CL_0000540	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504324	L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504325	L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						L2 larva Ce	http://www.ebi.ac.uk/efo/EFO_0002719	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504336	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	vsIs45 [tph-1::GFP]		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	NSM	http://www.ebi.ac.uk/efo/EFO_0005495	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	LX837	http://www.ebi.ac.uk/efo/EFO_0005489					L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	NSM	http://www.ebi.ac.uk/efo/EFO_0005495	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504337	L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	vsIs45 [tph-1::GFP]		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	NSM	http://www.ebi.ac.uk/efo/EFO_0005495	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	LX837	http://www.ebi.ac.uk/efo/EFO_0005489					L1 larva Ce	http://www.ebi.ac.uk/efo/EFO_0005508	NSM	http://www.ebi.ac.uk/efo/EFO_0005495	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504338	adult Ce	http://purl.obolibrary.org/obo/WBls_0000041	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	gonad	http://purl.obolibrary.org/obo/UBERON_0000991	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						adult Ce	http://purl.obolibrary.org/obo/WBls_0000041	gonad	http://purl.obolibrary.org/obo/UBERON_0000991	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR504339	adult Ce	http://purl.obolibrary.org/obo/WBls_0000041	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	gonad	http://purl.obolibrary.org/obo/UBERON_0000991	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						adult Ce	http://purl.obolibrary.org/obo/WBls_0000041	gonad	http://purl.obolibrary.org/obo/UBERON_0000991	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR554453	proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	Yes
SRR578030	embryo Ce	http://purl.obolibrary.org/obo/WBls_0000003	rdIs4 [ehn-3a::VENUS (delta)] ?; xol-1 (y9) X]		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	somatic cell	http://purl.obolibrary.org/obo/CL_0002371	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	DZ685	http://www.ebi.ac.uk/efo/EFO_0005487					embryo Ce	http://purl.obolibrary.org/obo/WBls_0000003	somatic cell	http://purl.obolibrary.org/obo/CL_0002371	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	No
SRR578031	proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	wild type genotype		Caenorhabditis elegans	http://purl.obolibrary.org/obo/NCBITaxon_6239	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	N2						proliferating embryo Ce	http://www.ebi.ac.uk/efo/EFO_0005501	organism	http://purl.obolibrary.org/obo/UBERON_0000468	hermaphrodite	http://purl.obolibrary.org/obo/PATO_0001340	No
